Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;WINNER;Observation
1930;13.lip.30; 15:00 ;Group 1;Pocitos;Montevideo ;Uruguay;France;4;1;Mexico;France; 
1930;13.lip.30; 15:00 ;Group 4;Parque Central;Montevideo ;Uruguay;USA;3;0;Belgium;USA; 
1930;14.lip.30; 12:45 ;Group 2;Parque Central;Montevideo ;Uruguay;Yugoslavia;2;1;Brazil;Yugoslavia; 
1930;14.lip.30; 14:50 ;Group 3;Pocitos;Montevideo ;Uruguay;Romania;3;1;Peru;Romania; 
1930;15.lip.30; 16:00 ;Group 1;Parque Central;Montevideo ;Uruguay;Argentina;1;0;France;Argentina; 
1930;16.lip.30; 14:45 ;Group 1;Parque Central;Montevideo ;Uruguay;Chile;3;0;Mexico;Chile; 
1930;17.lip.30; 12:45 ;Group 2;Parque Central;Montevideo ;Uruguay;Yugoslavia;4;0;Bolivia;Yugoslavia; 
1930;17.lip.30; 14:45 ;Group 4;Parque Central;Montevideo ;Uruguay;USA;3;0;Paraguay;USA; 
1930;18.lip.30; 14:30 ;Group 3;Estadio Centenario;Montevideo ;Uruguay;Uruguay;1;0;Peru;Uruguay; 
1930;19.lip.30; 12:50 ;Group 1;Estadio Centenario;Montevideo ;Uruguay;Chile;1;0;France;Chile; 
1930;19.lip.30; 15:00 ;Group 1;Estadio Centenario;Montevideo ;Uruguay;Argentina;6;3;Mexico;Argentina; 
1930;20.lip.30; 13:00 ;Group 2;Estadio Centenario;Montevideo ;Uruguay;Brazil;4;0;Bolivia;Brazil; 
1930;20.lip.30; 15:00 ;Group 4;Estadio Centenario;Montevideo ;Uruguay;Paraguay;1;0;Belgium;Paraguay; 
1930;21.lip.30; 14:50 ;Group 3;Estadio Centenario;Montevideo ;Uruguay;Uruguay;4;0;Romania;Uruguay; 
1930;22.lip.30; 14:45 ;Group 1;Estadio Centenario;Montevideo ;Uruguay;Argentina;3;1;Chile;Argentina; 
1930;26.lip.30; 14:45 ;Semi-finals;Estadio Centenario;Montevideo ;Uruguay;Argentina;6;1;USA;Argentina; 
1930;27.lip.30; 14:45 ;Semi-finals;Estadio Centenario;Montevideo ;Uruguay;Uruguay;6;1;Yugoslavia;Uruguay; 
1930;30.lip.30; 14:15 ;Final;Estadio Centenario;Montevideo ;Uruguay;Uruguay;4;2;Argentina;Uruguay; 
1934;27.maj.34; 16:30 ;Preliminary round;Stadio Benito Mussolini;Turin ;Italy;Austria;3;2;France;Austria;Austria win after extra time 
1934;27.maj.34; 16:30 ;Preliminary round;Giorgio Ascarelli;Naples ;Italy;Hungary;4;2;Egypt;Hungary; 
1934;27.maj.34; 16:30 ;Preliminary round;San Siro;Milan ;Italy;Switzerland;3;2;Netherlands;Switzerland; 
1934;27.maj.34; 16:30 ;Preliminary round;Littorale;Bologna ;Italy;Sweden;3;2;Argentina;Sweden; 
1934;27.maj.34; 16:30 ;Preliminary round;Giovanni Berta;Florence ;Italy;Germany;5;2;Belgium;Germany; 
1934;27.maj.34; 16:30 ;Preliminary round;Luigi Ferraris;Genoa ;Italy;Spain;3;1;Brazil;Spain; 
1934;27.maj.34; 16:30 ;Preliminary round;Nazionale PNF;Rome ;Italy;Italy;7;1;USA;Italy; 
1934;27.maj.34; 16:30 ;Preliminary round;Littorio;Trieste ;Italy;Czechoslovakia;2;1;Romania;Czechoslovakia; 
1934;31.maj.34; 16:30 ;Quarter-finals;Stadio Benito Mussolini;Turin ;Italy;Czechoslovakia;3;2;Switzerland;Czechoslovakia; 
1934;31.maj.34; 16:30 ;Quarter-finals;San Siro;Milan ;Italy;Germany;2;1;Sweden;Germany; 
1934;31.maj.34; 16:30 ;Quarter-finals;Giovanni Berta;Florence ;Italy;Italy;1;1;Spain;Spain; 
1934;31.maj.34; 16:30 ;Quarter-finals;Littorale;Bologna ;Italy;Austria;2;1;Hungary;Austria; 
1934;01.cze.34; 16:30 ;Quarter-finals;Giovanni Berta;Florence ;Italy;Italy;1;0;Spain;Italy; 
1934;03.cze.34; 16:30 ;Semi-finals;San Siro;Milan ;Italy;Italy;1;0;Austria;Italy; 
1934;03.cze.34; 16:30 ;Semi-finals;Nazionale PNF;Rome ;Italy;Czechoslovakia;3;1;Germany;Czechoslovakia; 
1934;07.cze.34; 18:00 ;Match for third place;Giorgio Ascarelli;Naples ;Italy;Germany;3;2;Austria;Germany; 
1934;10.cze.34; 17:30 ;Final;Nazionale PNF;Rome ;Italy;Italy;2;1;Czechoslovakia;Italy;Italy win after extra time 
1938;04.cze.38; 17:00 ;First round;Parc des Princes;Paris ;France;Switzerland;1;1;Germany;Germany; 
1938;05.cze.38; 17:00 ;First round;Velodrome Municipale;Reims ;France;Hungary;6;0;Dutch East Indies;Hungary; 
1938;05.cze.38; 17:00 ;First round;Stade Olympique;Colombes ;France;France;3;1;Belgium;France; 
1938;05.cze.38; 17:00 ;First round;Stade Municipal;Toulouse ;France;Cuba;3;3;Romania;Romania; 
1938;05.cze.38; 17:00 ;First round;Stade V???lodrome;Marseilles ;France;Italy;2;1;Norway;Italy;Italy win after extra time 
1938;05.cze.38; 17:30 ;First round;Stade de la Meinau;Strasbourg ;France;Brazil;6;5;Poland;Brazil;Brazil win after extra time 
1938;05.cze.38; 18:30 ;First round;Cavee Verte;Le Havre ;France;Czechoslovakia;3;0;Netherlands;Czechoslovakia;Czechoslovakia win after extra time 
1938;09.cze.38; 18:00 ;First round;Stade Municipal;Toulouse ;France;Cuba;2;1;Romania;Cuba; 
1938;09.cze.38; 18:00 ;First round;Parc des Princes;Paris ;France;Switzerland;4;2;Germany;Switzerland; 
1938;12.cze.38; 17:00 ;Quarter-finals;Stade du Parc Lescure;Bordeaux ;France;Brazil;1;1;Czechoslovakia;Czechoslovakia; 
1938;12.cze.38; 17:00 ;Quarter-finals;Victor Boucquey;Lille ;France;Hungary;2;0;Switzerland;Hungary; 
1938;12.cze.38; 17:00 ;Quarter-finals;Fort Carree;Antibes ;France;Sweden;8;0;Cuba;Sweden; 
1938;12.cze.38; 17:00 ;Quarter-finals;Stade Olympique;Colombes ;France;Italy;3;1;France;Italy; 
1938;14.cze.38; 18:00 ;Quarter-finals;Stade du Parc Lescure;Bordeaux ;France;Brazil;2;1;Czechoslovakia;Brazil; 
1938;16.cze.38; 18:00 ;Semi-finals;Parc des Princes;Paris ;France;Hungary;5;1;Sweden;Hungary; 
1938;16.cze.38; 18:00 ;Semi-finals;Stade V???lodrome;Marseilles ;France;Italy;2;1;Brazil;Italy; 
1938;19.cze.38; 17:00 ;Match for third place;Stade du Parc Lescure;Bordeaux ;France;Brazil;4;2;Sweden;Brazil; 
1938;19.cze.38; 17:00 ;Final;Stade Olympique;Colombes ;France;Italy;4;2;Hungary;Italy; 
1950;24.cze.50; 15:00 ;Group 1;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;Brazil;4;0;Mexico;Brazil; 
1950;25.cze.50; 15:00 ;Group 2;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;England;2;0;Chile;England; 
1950;25.cze.50; 15:00 ;Group 2;Durival de Brito;Curitiba ;Brazil;Spain;3;1;USA;Spain; 
1950;25.cze.50; 15:00 ;Group 3;Pacaembu;Sao Paulo ;Brazil;Sweden;3;2;Italy;Sweden; 
1950;25.cze.50; 15:00 ;Group 1;Independencia;Belo Horizonte ;Brazil;Yugoslavia;3;0;Switzerland;Yugoslavia; 
1950;28.cze.50; 15:00 ;Group 1;Pacaembu;Sao Paulo ;Brazil;Brazil;2;2;Switzerland;Switzerland; 
1950;28.cze.50; 15:00 ;Group 1;Eucaliptos;Porto Alegre ;Brazil;Yugoslavia;4;1;Mexico;Yugoslavia; 
1950;29.cze.50; 15:00 ;Group 2;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;Spain;2;0;Chile;Spain; 
1950;29.cze.50; 15:30 ;Group 3;Durival de Brito;Curitiba ;Brazil;Sweden;2;2;Paraguay;Paraguay; 
1950;29.cze.50; 15:00 ;Group 2;Independencia;Belo Horizonte ;Brazil;USA;1;0;England;USA; 
1950;01.lip.50; 15:00 ;Group 1;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;Brazil;2;0;Yugoslavia;Brazil; 
1950;02.lip.50; 15:00 ;Group 2;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;Spain;1;0;England;Spain; 
1950;02.lip.50; 15:00 ;Group 3;Pacaembu;Sao Paulo ;Brazil;Italy;2;0;Paraguay;Italy; 
1950;02.lip.50; 15:00 ;Group 4;Independencia;Belo Horizonte ;Brazil;Uruguay;8;0;Bolivia;Uruguay; 
1950;02.lip.50; 15:40 ;Group 1;Eucaliptos;Porto Alegre ;Brazil;Switzerland;2;1;Mexico;Switzerland; 
1950;02.lip.50; 15:00 ;Group 2;Ilha do Retiro;Recife ;Brazil;Chile;5;2;USA;Chile; 
1950;09.lip.50; 15:00 ;Group 6;Pacaembu;Sao Paulo ;Brazil;Uruguay;2;2;Spain;Spain; 
1950;09.lip.50; 15:00 ;Group 6;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;Brazil;7;1;Sweden;Brazil; 
1950;13.lip.50; 15:00 ;Group 6;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;Brazil;6;1;Spain;Brazil; 
1950;13.lip.50; 15:00 ;Group 6;Pacaembu;Sao Paulo ;Brazil;Uruguay;3;2;Sweden;Uruguay; 
1950;16.lip.50; 15:00 ;Group 6;Pacaembu;Sao Paulo ;Brazil;Sweden;3;1;Spain;Sweden; 
1950;16.lip.50; 15:00 ;Group 6;Maracan??? - Est???dio Jornalista M???rio Filho;Rio De Janeiro ;Brazil;Uruguay;2;1;Brazil;Uruguay; 
1954;16.cze.54; 18:00 ;Group 3;Wankdorf Stadium;Berne ;Switzerland;Uruguay;2;0;Czechoslovakia;Uruguay; 
1954;16.cze.54; 18:00 ;Group 3;Hardturm;Zurich ;Switzerland;Austria;1;0;Scotland;Austria; 
1954;16.cze.54; 18:00 ;Group 1;Charmilles;Geneva ;Switzerland;Brazil;5;0;Mexico;Brazil; 
1954;16.cze.54; 18:00 ;Group 1;La Pontaise;Lausanne ;Switzerland;Yugoslavia;1;0;France;Yugoslavia; 
1954;17.cze.54; 18:00 ;Group 2;Wankdorf Stadium;Berne ;Switzerland;Germany FR;4;1;Turkey;Germany FR; 
1954;17.cze.54; 18:00 ;Group 2;Hardturm;Zurich ;Switzerland;Hungary;9;0;Korea Republic;Hungary; 
1954;17.cze.54; 18:10 ;Group 4;St. Jakob;Basel ;Switzerland;England;4;4;Belgium;Belgium; 
1954;17.cze.54; 17:50 ;Group 4;La Pontaise;Lausanne ;Switzerland;Switzerland;2;1;Italy;Switzerland; 
1954;19.cze.54; 16:50 ;Group 3;St. Jakob;Basel ;Switzerland;Uruguay;7;0;Scotland;Uruguay; 
1954;19.cze.54; 17:00 ;Group 3;Hardturm;Zurich ;Switzerland;Austria;5;0;Czechoslovakia;Austria; 
1954;19.cze.54; 17:10 ;Group 1;Charmilles;Geneva ;Switzerland;France;3;2;Mexico;France; 
1954;19.cze.54; 17:00 ;Group 1;La Pontaise;Lausanne ;Switzerland;Brazil;1;1;Yugoslavia;Yugoslavia; 
1954;20.cze.54; 16:50 ;Group 2;St. Jakob;Basel ;Switzerland;Hungary;8;3;Germany FR;Hungary; 
1954;20.cze.54; 17:00 ;Group 2;Charmilles;Geneva ;Switzerland;Turkey;7;0;Korea Republic;Turkey; 
1954;20.cze.54; 17:10 ;Group 4;Wankdorf Stadium;Berne ;Switzerland;England;2;0;Switzerland;England; 
1954;20.cze.54; 17:00 ;Group 4;Comunale di Cornaredo;Lugano ;Switzerland;Italy;4;1;Belgium;Italy; 
1954;23.cze.54; 18:00 ;Group 2;Hardturm;Zurich ;Switzerland;Germany FR;7;2;Turkey;Germany FR; 
1954;23.cze.54; 18:00 ;Group 4;St. Jakob;Basel ;Switzerland;Switzerland;4;1;Italy;Switzerland; 
1954;26.cze.54; 17:00 ;Quarter-finals;St. Jakob;Basel ;Switzerland;Uruguay;4;2;England;Uruguay; 
1954;26.cze.54; 17:00 ;Quarter-finals;La Pontaise;Lausanne ;Switzerland;Austria;7;5;Switzerland;Austria; 
1954;27.cze.54; 17:00 ;Quarter-finals;Charmilles;Geneva ;Switzerland;Germany FR;2;0;Yugoslavia;Germany FR; 
1954;27.cze.54; 17:00 ;Quarter-finals;Wankdorf Stadium;Berne ;Switzerland;Hungary;4;2;Brazil;Hungary; 
1954;30.cze.54; 18:00 ;Semi-finals;St. Jakob;Basel ;Switzerland;Germany FR;6;1;Austria;Germany FR; 
1954;30.cze.54; 18:00 ;Semi-finals;La Pontaise;Lausanne ;Switzerland;Hungary;4;2;Uruguay;Hungary;Hungary win after extra time 
1954;03.lip.54; 17:00 ;Match for third place;Hardturm;Zurich ;Switzerland;Austria;3;1;Uruguay;Austria; 
1954;04.lip.54; 17:00 ;Final;Wankdorf Stadium;Berne ;Switzerland;Germany FR;3;2;Hungary;Germany FR; 
1958;08.cze.58; 14:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Sweden;3;0;Mexico;Sweden; 
1958;08.cze.58; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Soviet Union;2;2;England;England; 
1958;08.cze.58; 19:00 ;Group 1;Malmo Stadion;Malm??? ;Sweden;Argentina;1;3;Germany FR;Germany FR; 
1958;08.cze.58; 19:00 ;Group 3;Jarnvallen;Sandviken ;Sweden;Hungary;1;1;Wales;Wales; 
1958;08.cze.58; 19:00 ;Group 2;Idrottsparken;Norrk???Ping ;Sweden;France;7;3;Paraguay;France; 
1958;08.cze.58; 19:00 ;Group 2;Arosvallen;Vasteras ;Sweden;Yugoslavia;1;1;Scotland;Scotland; 
1958;08.cze.58; 19:00 ;Group 4;Rimnersvallen;Udevalla ;Sweden;Brazil;3;0;Austria;Brazil; 
1958;08.cze.58; 19:00 ;Group 1;Orjans Vall;Halmstad ;Sweden;Northern Ireland;1;0;Czechoslovakia;Northern Ireland; 
1958;11.cze.58; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Brazil;0;0;England;England; 
1958;11.cze.58; 19:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Mexico;1;1;Wales;Wales; 
1958;11.cze.58; 19:00 ;Group 2;Idrottsparken;Norrk???Ping ;Sweden;Paraguay;3;2;Scotland;Paraguay; 
1958;11.cze.58; 19:00 ;Group 2;Arosvallen;Vasteras ;Sweden;Yugoslavia;3;2;France;Yugoslavia; 
1958;11.cze.58; 19:00 ;Group 4;Ryavallen;Boras ;Sweden;Soviet Union;2;0;Austria;Soviet Union; 
1958;11.cze.58; 19:00 ;Group 1;Olympia Stadium;Helsingborg ;Sweden;Germany FR;2;2;Czechoslovakia;Czechoslovakia; 
1958;11.cze.58; 19:00 ;Group 1;Orjans Vall;Halmstad ;Sweden;Argentina;3;1;Northern Ireland;Argentina; 
1958;12.cze.58; 19:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Sweden;2;1;Hungary;Sweden; 
1958;15.cze.58; 14:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Sweden;0;0;Wales;Wales; 
1958;15.cze.58; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Brazil;2;0;Soviet Union;Brazil; 
1958;15.cze.58; 19:00 ;Group 1;Malmo Stadion;Malm??? ;Sweden;Germany FR;2;2;Northern Ireland;Northern Ireland; 
1958;15.cze.58; 19:00 ;Group 3;Jarnvallen;Sandviken ;Sweden;Hungary;4;0;Mexico;Hungary; 
1958;15.cze.58; 19:00 ;Group 2;Tunavallen;Eskilstuna ;Sweden;Paraguay;3;3;Yugoslavia;Yugoslavia; 
1958;15.cze.58; 19:00 ;Group 2;Eyravallen;Orebro ;Sweden;France;2;1;Scotland;France; 
1958;15.cze.58; 19:00 ;Group 4;Ryavallen;Boras ;Sweden;England;2;2;Austria;Austria; 
1958;15.cze.58; 19:00 ;Group 1;Olympia Stadium;Helsingborg ;Sweden;Czechoslovakia;6;1;Argentina;Czechoslovakia; 
1958;17.cze.58; 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Sweden;Soviet Union;1;0;England;Soviet Union; 
1958;17.cze.58; 19:00 ;Group 1;Malmo Stadion;Malm??? ;Sweden;Northern Ireland;2;1;Czechoslovakia;Northern Ireland;Northern Ireland win after extra time 
1958;17.cze.58; 19:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;Wales;2;1;Hungary;Wales; 
1958;19.cze.58; 19:00 ;Quarter-finals;Nya Ullevi;Gothenburg ;Sweden;Brazil;1;0;Wales;Brazil; 
1958;19.cze.58; 19:00 ;Quarter-finals;Malmo Stadion;Malm??? ;Sweden;Germany FR;1;0;Yugoslavia;Germany FR; 
1958;19.cze.58; 19:00 ;Quarter-finals;Rasunda Stadium;Solna ;Sweden;Sweden;2;0;Soviet Union;Sweden; 
1958;19.cze.58; 19:00 ;Quarter-finals;Idrottsparken;Norrk???Ping ;Sweden;France;4;0;Northern Ireland;France; 
1958;24.cze.58; 19:00 ;Semi-finals;Nya Ullevi;Gothenburg ;Sweden;Sweden;3;1;Germany FR;Sweden; 
1958;24.cze.58; 19:00 ;Semi-finals;Rasunda Stadium;Solna ;Sweden;Brazil;5;2;France;Brazil; 
1958;28.cze.58; 17:00 ;Match for third place;Nya Ullevi;Gothenburg ;Sweden;France;6;3;Germany FR;France; 
1958;29.cze.58; 15:00 ;Final;Rasunda Stadium;Solna ;Sweden;Brazil;5;2;Sweden;Brazil; 
1962;30.maj.62; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Uruguay;2;1;Colombia;Uruguay; 
1962;30.maj.62; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;2;0;Mexico;Brazil; 
1962;30.maj.62; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Argentina;1;0;Bulgaria;Argentina; 
1962;30.maj.62; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Chile;3;1;Switzerland;Chile; 
1962;31.maj.62; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Soviet Union;2;0;Yugoslavia;Soviet Union; 
1962;31.maj.62; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Czechoslovakia;1;0;Spain;Czechoslovakia; 
1962;31.maj.62; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Hungary;2;1;England;Hungary; 
1962;31.maj.62; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Germany FR;0;0;Italy;Italy; 
1962;02.cze.62; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Yugoslavia;3;1;Uruguay;Yugoslavia; 
1962;02.cze.62; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;0;0;Czechoslovakia;Czechoslovakia; 
1962;02.cze.62; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;England;3;1;Argentina;England; 
1962;02.cze.62; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Chile;2;0;Italy;Chile; 
1962;03.cze.62; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Soviet Union;4;4;Colombia;Colombia; 
1962;03.cze.62; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Spain;1;0;Mexico;Spain; 
1962;03.cze.62; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Hungary;6;1;Bulgaria;Hungary; 
1962;03.cze.62; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Germany FR;2;1;Switzerland;Germany FR; 
1962;06.cze.62; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Soviet Union;2;1;Uruguay;Soviet Union; 
1962;06.cze.62; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;2;1;Spain;Brazil; 
1962;06.cze.62; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;Hungary;0;0;Argentina;Argentina; 
1962;06.cze.62; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Germany FR;2;0;Chile;Germany FR; 
1962;07.cze.62; 15:00 ;Group 1;Carlos Dittborn;Arica ;Chile;Yugoslavia;5;0;Colombia;Yugoslavia; 
1962;07.cze.62; 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Chile;Mexico;3;1;Czechoslovakia;Mexico; 
1962;07.cze.62; 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Chile;England;0;0;Bulgaria;Bulgaria; 
1962;07.cze.62; 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;Italy;3;0;Switzerland;Italy; 
1962;10.cze.62; 14:30 ;Quarter-finals;Carlos Dittborn;Arica ;Chile;Chile;2;1;Soviet Union;Chile; 
1962;10.cze.62; 14:30 ;Quarter-finals;Estadio Sausalito;Vina Del Mar ;Chile;Brazil;3;1;England;Brazil; 
1962;10.cze.62; 14:30 ;Quarter-finals;Estadio El Teniente-Codelco;Rancagua ;Chile;Czechoslovakia;1;0;Hungary;Czechoslovakia; 
1962;10.cze.62; 14:30 ;Quarter-finals;Nacional;Santiago De Chile ;Chile;Yugoslavia;1;0;Germany FR;Yugoslavia; 
1962;13.cze.62; 14:30 ;Semi-finals;Estadio Sausalito;Vina Del Mar ;Chile;Czechoslovakia;3;1;Yugoslavia;Czechoslovakia; 
1962;13.cze.62; 14:30 ;Semi-finals;Nacional;Santiago De Chile ;Chile;Brazil;4;2;Chile;Brazil; 
1962;16.cze.62; 14:30 ;Match for third place;Nacional;Santiago De Chile ;Chile;Chile;1;0;Yugoslavia;Chile; 
1962;17.cze.62; 14:30 ;Final;Nacional;Santiago De Chile ;Chile;Brazil;3;1;Czechoslovakia;Brazil; 
1966;11.lip.66; 19:30 ;Group 1;Wembley Stadium;London ;England;England;0;0;Uruguay;Uruguay; 
1966;12.lip.66; 19:30 ;Group 2;Hillsborough;Sheffield ;England;Germany FR;5;0;Switzerland;Germany FR; 
1966;12.lip.66; 19:30 ;Group 3;Goodison Park;Liverpool ;England;Brazil;2;0;Bulgaria;Brazil; 
1966;12.lip.66; 19:30 ;Group 4;Ayresome Park;Middlesbrough ;England;Soviet Union;3;0;Korea DPR;Soviet Union; 
1966;13.lip.66; 19:30 ;Group 1;Wembley Stadium;London ;England;France;1;1;Mexico;Mexico; 
1966;13.lip.66; 19:30 ;Group 3;Old Trafford Stadium;Manchester ;England;Portugal;3;1;Hungary;Portugal; 
1966;13.lip.66; 19:30 ;Group 2;Villa Park;Birmingham ;England;Argentina;2;1;Spain;Argentina; 
1966;13.lip.66; 19:30 ;Group 4;Roker Park Ground;Sunderland ;England;Italy;2;0;Chile;Italy; 
1966;15.lip.66; 19:30 ;Group 1;White City;London ;England;Uruguay;2;1;France;Uruguay; 
1966;15.lip.66; 19:30 ;Group 2;Hillsborough;Sheffield ;England;Spain;2;1;Switzerland;Spain; 
1966;15.lip.66; 19:30 ;Group 3;Goodison Park;Liverpool ;England;Hungary;3;1;Brazil;Hungary; 
1966;15.lip.66; 19:30 ;Group 4;Ayresome Park;Middlesbrough ;England;Korea DPR;1;1;Chile;Chile; 
1966;16.lip.66; 15:00 ;Group 3;Old Trafford Stadium;Manchester ;England;Portugal;3;0;Bulgaria;Portugal; 
1966;16.lip.66; 15:00 ;Group 2;Villa Park;Birmingham ;England;Germany FR;0;0;Argentina;Argentina; 
1966;16.lip.66; 15:00 ;Group 4;Roker Park Ground;Sunderland ;England;Soviet Union;1;0;Italy;Soviet Union; 
1966;16.lip.66; 19:30 ;Group 1;Wembley Stadium;London ;England;England;2;0;Mexico;England; 
1966;19.lip.66; 16:30 ;Group 1;Wembley Stadium;London ;England;Uruguay;0;0;Mexico;Mexico; 
1966;19.lip.66; 19:30 ;Group 2;Hillsborough;Sheffield ;England;Argentina;2;0;Switzerland;Argentina; 
1966;19.lip.66; 19:30 ;Group 3;Goodison Park;Liverpool ;England;Portugal;3;1;Brazil;Portugal; 
1966;19.lip.66; 19:30 ;Group 4;Ayresome Park;Middlesbrough ;England;Korea DPR;1;0;Italy;Korea DPR; 
1966;20.lip.66; 19:30 ;Group 1;Wembley Stadium;London ;England;England;2;0;France;England; 
1966;20.lip.66; 19:30 ;Group 3;Old Trafford Stadium;Manchester ;England;Hungary;3;1;Bulgaria;Hungary; 
1966;20.lip.66; 19:30 ;Group 2;Villa Park;Birmingham ;England;Germany FR;2;1;Spain;Germany FR; 
1966;20.lip.66; 19:30 ;Group 4;Roker Park Ground;Sunderland ;England;Soviet Union;2;1;Chile;Soviet Union; 
1966;23.lip.66; 15:00 ;Quarter-finals;Wembley Stadium;London ;England;England;1;0;Argentina;England; 
1966;23.lip.66; 15:00 ;Quarter-finals;Hillsborough;Sheffield ;England;Germany FR;4;0;Uruguay;Germany FR; 
1966;23.lip.66; 15:00 ;Quarter-finals;Roker Park Ground;Sunderland ;England;Soviet Union;2;1;Hungary;Soviet Union; 
1966;23.lip.66; 15:00 ;Quarter-finals;Goodison Park;Liverpool ;England;Portugal;5;3;Korea DPR;Portugal; 
1966;25.lip.66; 19:30 ;Semi-finals;Goodison Park;Liverpool ;England;Germany FR;2;1;Soviet Union;Germany FR; 
1966;26.lip.66; 19:30 ;Semi-finals;Wembley Stadium;London ;England;England;2;1;Portugal;England; 
1966;28.lip.66; 19:30 ;Match for third place;Wembley Stadium;London ;England;Portugal;2;1;Soviet Union;Portugal; 
1966;30.lip.66; 15:00 ;Final;Wembley Stadium;London ;England;England;4;2;Germany FR;England;England win after extra time 
1970;31.maj.70; 12:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Mexico;0;0;Soviet Union;Soviet Union; 
1970;02.cze.70; 16:00 ;Group 2;Cuauhtemoc;Puebla ;Mexico;Uruguay;2;0;Israel;Uruguay; 
1970;02.cze.70; 16:00 ;Group 4;Nou Camp - Estadio Le???n;Leon ;Mexico;Peru;3;2;Bulgaria;Peru; 
1970;02.cze.70; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;England;1;0;Romania;England; 
1970;03.cze.70; 16:00 ;Group 2;Luis Dosal;Toluca ;Mexico;Italy;1;0;Sweden;Italy; 
1970;03.cze.70; 16:00 ;Group 4;Nou Camp - Estadio Le???n;Leon ;Mexico;Germany FR;2;1;Morocco;Germany FR; 
1970;03.cze.70; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Brazil;4;1;Czechoslovakia;Brazil; 
1970;03.cze.70; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Belgium;3;0;El Salvador;Belgium; 
1970;06.cze.70; 16:00 ;Group 2;Cuauhtemoc;Puebla ;Mexico;Uruguay;0;0;Italy;Italy; 
1970;06.cze.70; 16:00 ;Group 4;Nou Camp - Estadio Le???n;Leon ;Mexico;Peru;3;0;Morocco;Peru; 
1970;06.cze.70; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Romania;2;1;Czechoslovakia;Romania; 
1970;06.cze.70; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Soviet Union;4;1;Belgium;Soviet Union; 
1970;07.cze.70; 12:00 ;Group 2;Luis Dosal;Toluca ;Mexico;Sweden;1;1;Israel;Israel; 
1970;07.cze.70; 12:00 ;Group 4;Nou Camp - Estadio Le???n;Leon ;Mexico;Germany FR;5;2;Bulgaria;Germany FR; 
1970;07.cze.70; 12:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Brazil;1;0;England;Brazil; 
